,X,O,pred,diff
4555,ones,O,O,0
4556,who,O,O,0
4557,keep,O,O,0
4558,crimes,O,O,0
4559,from,O,O,0
4560,being,O,O,0
4561,done,O,O,0
4562,.,O,O,0
4563,"""",O,O,0
4564,L,O,O,0
4565,pressed,O,O,0
4566,>,O,O,0
4567,Lake,O,O,0
4568,Wind,O,O,0
4569,Advisory,O,O,0
4570,in,O,O,0
4571,effect,O,O,0
4572,from,O,O,0
4573,9,O,O,0
4574,AM,O,O,0
4575,for,O,O,0
4577,",",O,O,0
4579,",",O,O,0
4581,",",O,O,0
4583,and,O,O,0
4587,#txwx,O,O,0
4588,URL1304,O,O,0
4589,RT,O,O,0
4590,@USER98,O,O,0
4591,:,O,O,0
4592,The,O,O,0
4593,#GRAMMYs,O,O,0
4594,red,O,O,0
4595,carpet,O,O,0
4596,will,O,O,0
4597,last,O,O,0
4598,for,O,O,0
4599,about,O,O,0
4600,another,O,O,0
4601,2,O,O,0
4602,/,O,O,0
4603,3,O,O,0
4604,hours,O,O,0
4605,.,O,O,0
4607,could,O,O,0
4608,come,O,O,0
4609,late,O,O,0
4610,",",O,O,0
4611,we,O,O,0
4612,'ll,O,O,0
4613,see,O,O,0
4614,.,O,O,0
4615,Treat,O,O,0
4616,me,O,O,0
4617,like,O,O,0
4618,a,O,O,0
4619,queen,O,O,0
4620,",",O,O,0
4621,buy,O,O,0
4622,me,O,O,0
4623,CERTAIN,O,O,0
4624,things,O,O,0
4625,",",O,O,0
4626,just,O,O,0
4627,show,O,O,0
4628,me,O,O,0
4629,how,O,O,0
4630,life,O,O,0
4631,pose,O,O,0
4632,to,O,O,0
4633,be,O,O,0
4634,😏👌🏾,O,O,0
4635,#LokerEvent,O,O,0
4636,Web,O,O,0
4637,Designer,O,O,0
4638,URL1001,O,O,0
4639,I,O,O,0
4640,do,O,O,0
4641,n't,O,O,0
4642,think,O,O,0
4643,i,O,O,0
4644,really,O,O,0
4645,have,O,O,0
4646,a,O,O,0
4647,type,O,O,0
4648,",",O,O,0
4649,I,O,O,0
4650,think,O,O,0
4651,a,O,O,0
4652,type,O,O,0
4653,has,O,O,0
4654,me,O,O,0
4655,.,O,O,0
4656,All,O,O,0
4657,the,O,O,0
4658,same,O,O,0
4659,guys,O,O,0
4660,come,O,O,0
4661,for,O,O,0
4662,me,O,O,0
4663,🤔,O,O,0
4664,Arts,O,O,0
4665,L1,O,O,0
4666,',O,O,0
4669,',O,O,0
4670,group,O,O,0
4671,hopes,O,O,0
4672,to,O,O,0
4673,empower,O,O,0
4674,people,O,O,0
4675,with,O,O,0
4676,fix,O,O,0
4677,it,O,O,0
4678,skills,O,O,0
4679,URL550,O,O,0
4680,@USER2073,O,O,0
4681,@USER1698,O,O,0
4682,Congratulations,O,O,0
4683,on,O,O,0
4684,being,O,O,0
4685,front,O,O,0
4686,page,O,O,0
4687,news,O,O,0
4688,!,O,O,0
4689,@USER2274,O,O,0
4690,Hhhahahh,O,O,0
4691,just,O,O,0
4692,take,O,O,0
4693,number,O,O,0
4694,12,O,O,0
4695,Then,O,O,0
4696,😂😂,O,O,0
4697,RT,O,O,0
4698,@USER896,O,O,0
4699,:,O,O,0
4702,started,O,O,0
4703,the,O,O,0
4704,trend,O,O,0
4705,of,O,O,0
4706,freestyle,O,O,0
4707,dancing,O,O,0
4708,to,O,O,0
4709,"""",O,O,0
4712,/,O,O,0
4714,/,O,O,0
4718,"""",O,O,0
4719,songs,O,O,0
4720,during,O,O,0
4721,his,O,O,0
4722,concerts,O,O,0
4723,.,O,O,0
4724,I,O,O,0
4725,see,O,O,0
4726,…,O,O,0
4727,RT,O,O,0
4728,@USER467,O,O,0
4729,:,O,O,0
4732,dribbled,O,O,0
4733,past,O,O,0
4734,3,O,O,0
4735,players,O,O,0
4736,v,O,O,0
4738,.,O,O,0
4739,No,O,O,0
4740,player,O,O,0
4741,on,O,O,0
4742,the,O,O,0
4743,pitch,O,O,0
4744,managed,O,O,0
4745,more,O,O,0
4746,.,O,O,0
4747,He,O,O,0
4748,played,O,O,0
4749,for,O,O,0
4750,5,O,O,0
4751,f**king,O,O,0
4752,minutes,O,O,0
4753,.,O,O,0
4754,…,O,O,0
4755,Mf,O,O,0
4756,what,O,O,0
4757,?,O,O,0
4758,URL619,O,O,0
4759,RT,O,O,0
4760,@USER10,O,O,0
4761,:,O,O,0
4763,wicked,O,O,0
4764,wicked,O,O,0
4765,wicked,O,O,0
4766,vibes,O,O,0
4767,..,O,O,0
4770,fanatics,O,O,0
4771,☔️,O,O,0
4772,love,O,O,0
4773,forever,O,O,0
4774,@USER86,O,O,0
4775,@USER979,O,O,0
4776,such,O,O,0
4777,a,O,O,0
4778,basic,O,O,0
4779,but,O,O,0
4780,difficult,O,O,0
4781,mission,O,O,0
4782,.,O,O,0
4783,Lol,O,O,0
4784,girls,O,O,0
4785,are,O,O,0
4786,funny,O,O,0
4787,I,O,O,0
4788,am,O,O,0
4789,streaming,O,O,0
4790,on,O,O,0
4791,#BIGOLIVE,O,O,0
4792,.,O,O,0
4793,Join,O,O,0
4794,now,O,O,0
4795,!,O,O,0
4796,URL764,O,O,0
4797,URL284,O,O,0
4798,@USER1109,O,O,0
4799,@USER538,O,O,0
4800,@USER266,O,O,0
4801,I,O,O,0
4802,have,O,O,0
4803,not,O,O,0
4804,.,O,O,0
4805,Should,O,O,0
4806,I,O,O,0
4807,?,O,O,0
4808,URL1098,O,O,0
4809,@USER2569,O,O,0
4810,thank,O,O,0
4811,you,O,O,0
4812,:),O,O,0
4813,RT,O,O,0
4814,@USER472,O,O,0
4815,:,O,O,0
4816,Me,O,O,0
4817,:,O,O,0
4818,I,O,O,0
4819,'m,O,O,0
4820,really,O,O,0
4821,tryin,O,O,0
4822,to,O,O,0
4823,save,O,O,0
4824,money,O,O,0
4825,Friends,O,O,0
4826,:,O,O,0
4827,let,O,O,0
4828,'s,O,O,0
4829,all,O,O,0
4830,go,O,O,0
4831,out,O,O,0
4832,to,O,O,0
4833,eat,O,O,0
4834,Me,O,O,0
4835,:,O,O,0
4836,URL1299,O,O,0
4837,RT,O,O,0
4838,@USER1584,O,O,0
4839,:,O,O,0
4840,"""",O,O,0
4841,I,O,O,0
4842,'m,O,O,0
4843,always,O,O,0
4844,having,O,O,0
4845,to,O,O,0
4846,look,O,O,0
4847,over,O,O,0
4848,my,O,O,0
4849,shoulder,O,O,0
4850,.,O,O,0
4851,"""",O,O,0
4852,Why,O,O,0
4853,we,O,O,0
4854,'re,O,O,0
4855,still,O,O,0
4856,talking,O,O,0
4857,about,O,O,0
4858,racism,O,O,0
4859,:,O,O,0
4860,URL599,O,O,0
4861,can,O,O,0
4862,someone,O,O,0
4863,get,O,O,0
4864,me,O,O,0
4865,gars,O,O,0
4866,i,O,O,0
4867,have,O,O,0
4868,the,O,O,0
4869,money,O,O,0
4870,lol,O,O,0
4871,RT,O,O,0
4872,@USER1753,O,O,0
4873,:,O,O,0
4874,No,O,O,0
4875,lie,O,O,0
4877,was,O,O,0
4878,lit,O,O,0
4879,on,O,O,0
4880,this,O,O,0
4881,night,O,O,0
4882,#GSU,O,O,0
4883,#StateNotSouthern,O,O,0
4884,URL368,O,O,0
4885,RT,O,O,0
4886,@USER295,O,O,0
4887,:,O,O,0
4889,'s,O,O,0
4892,owes,O,O,0
4893,its,O,O,0
4894,pink,O,O,0
4895,color,O,O,0
4896,to,O,O,0
4897,the,O,O,0
4898,presence,O,O,0
4899,of,O,O,0
4900,carotenoids,O,O,0
4901,produced,O,O,0
4902,by,O,O,0
4903,an,O,O,0
4904,algae,O,O,0
4905,.,O,O,0
4906,#Senegal,O,O,0
4907,#funfacts,O,O,0
4908,URL221,O,O,0
4909,…,O,O,0
4910,@USER166,O,O,0
4911,remove,O,O,0
4912,the,O,O,0
4913,words,O,O,0
4914,"""",O,O,0
4915,with,O,O,0
4916,men,O,O,0
4917,on,O,O,0
4918,base,O,O,0
4919,"""",O,O,0
4922,070,O,O,0
4923,-,O,O,0
4926,and,O,O,0
4928,URL1042,O,O,0
4929,🔥🙌👏,O,O,0
4930,Got,O,O,0
4931,these,O,O,0
4932,beauties,O,O,0
4933,today,O,O,0
4934,from,O,O,0
4935,@USER124,O,O,0
4936,🌙💋,O,O,0
4937,URL315,O,O,0
4938,RT,O,O,0
4939,@USER1192,O,O,0
4940,:,O,O,0
4941,drunk,O,O,0
4942,texts,O,O,0
4943,are,O,O,0
4944,cute,O,O,0
4945,because,O,O,0
4946,while,O,O,0
4947,their,O,O,0
4948,mind,O,O,0
4949,is,O,O,0
4950,n't,O,O,0
4951,functioning,O,O,0
4952,correctly,O,O,0
4953,",",O,O,0
4954,you,O,O,0
4955,'re,O,O,0
4956,still,O,O,0
4957,on,O,O,0
4958,it,O,O,0
4959,I,O,O,0
4960,'m,O,O,0
4961,artistic,O,O,0
4962,you,O,O,0
4963,niggas,O,O,0
4964,are,O,O,0
4965,autistic,O,O,0
4966,retarted,O,O,0
4967,🙄,O,O,0
4968,RT,O,O,0
4969,@USER1761,O,O,0
4970,:,O,O,0
4971,Bad,O,O,0
4972,habit,O,O,0
4973,:,O,O,0
4974,staying,O,O,0
4975,up,O,O,0
4976,all,O,O,0
4977,night,O,O,0
4978,thinking,O,O,0
4979,about,O,O,0
4980,someone,O,O,0
4981,whos,O,O,0
4982,probably,O,O,0
4983,thinking,O,O,0
4984,about,O,O,0
4985,som,O,O,0
4986,…,O,O,0
4987,Great,O,O,0
4988,chance,O,O,0
4989,to,O,O,0
4990,nominate,O,O,0
4991,the,O,O,0
4992,best,O,O,0
4993,&,O,O,0
4994,brightest,O,O,0
4995,from,O,O,0
4996,our,O,O,0
4998,community,O,O,0
4999,!,O,O,0
5000,URL1351,O,O,0
5001,#assnchat,O,O,0
5002,#assnprofs,O,O,0
5003,Your,O,O,0
5004,Local,O,O,0
5006,Radar,O,O,0
5007,URL891,O,O,0
5008,#roundrock,O,O,0
5009,RT,O,O,0
5010,@USER1625,O,O,0
5011,:,O,O,0
5012,68,O,O,0
5013,.,O,O,0
5014,my,O,O,0
5015,girl,O,O,0
5016,getting,O,O,0
5017,all,O,O,0
5018,dolled,O,O,0
5019,up,O,O,0
5020,😍,O,O,0
5021,URL1113,O,O,0
5022,Just,O,O,0
5023,posted,O,O,0
5024,a,O,O,0
5025,photo,O,O,0
5026,URL1284,O,O,0
5027,📷,O,O,0
5028,Purchase,O,O,0
5029,my,O,O,0
5030,special,O,O,0
5031,edition,O,O,0
5032,of,O,O,0
5036,at,O,O,0
5037,URL748,O,O,0
5038,URL888,O,O,0
5039,RT,O,O,0
5040,@USER1005,O,O,0
5041,:,O,O,0
5042,She,O,O,0
5043,is,O,O,0
5044,on,O,O,0
5045,another,O,O,0
5046,level,O,O,0
5047,😍,O,O,0
5048,URL586,O,O,0
5049,I,O,O,0
5050,'m,O,O,0
5051,craving,O,O,0
5052,the,O,O,0
5053,parlor,O,O,0
5054,soooo,O,O,0
5055,bad,O,O,0
5056,@USER2636,O,O,0
5057,i,O,O,0
5058,m,O,O,0
5059,only,O,O,0
5060,65,O,O,0
5061,days,O,O,0
5062,from,O,O,0
5063,taking,O,O,0
5064,over,O,O,0
5065,imagine,O,O,0
5066,being,O,O,0
5067,able,O,O,0
5068,to,O,O,0
5069,budget,O,O,0
5070,that,O,O,0
5071,must,O,O,0
5072,be,O,O,0
5073,so,O,O,0
5074,nice,O,O,0
5075,A3174,O,O,0
5076,[,O,O,0
5077,NEW,O,O,0
5078,],O,O,0
5079,Authorizes,O,O,0
5080,special,O,O,0
5081,striped,O,O,0
5082,bass,O,O,0
5083,license,O,O,0
5084,plate,O,O,0
5085,.,O,O,0
5086,URL879,O,O,0
5087,@USER2627,O,O,0
5088,is,O,O,0
5089,so,O,O,0
5090,nice,O,O,0
5091,to,O,O,0
5092,me,O,O,0
5093,on,O,O,0
5095,but,O,O,0
5096,so,O,O,0
5097,mean,O,O,0
5098,on,O,O,0
5100,??,O,O,0
5101,@USER1699,O,O,0
5102,@USER843,O,O,0
5103,POSSIBLEEEEEE,O,O,0
5104,",",O,O,0
5105,POSSILBEEEEEEEEEEEEEEEE,O,O,0
5106,.,O,O,0
5107,*,O,O,0
5108,chants,O,O,0
5109,"""",O,O,0
5110,cousins,O,O,0
5111,"""",O,O,0
5112,over,O,O,0
5113,and,O,O,0
5114,over,O,O,0
5115,again,O,O,0
5116,*,O,O,0
5117,He,O,O,0
5118,looks,O,O,0
5119,at,O,O,0
5120,me,O,O,0
5121,!!,O,O,0
5122,@USER1200,O,O,0
5123,URL340,O,O,0
5125,’s,O,O,0
5127,gets,O,O,0
5128,contract,O,O,0
5129,extension,O,O,0
5130,through,O,O,0
5131,2018,O,O,0
5132,:,O,O,0
5135,has,O,O,0
5136,extended,O,O,0
5137,his,O,O,0
5138,contract,O,O,0
5139,with,O,O,0
5141,for,O,O,0
5142,...,O,O,0
5143,URL849,O,O,0
5144,RT,O,O,0
5145,@USER326,O,O,0
5146,:,O,O,0
5149,is,O,O,0
5150,going,O,O,0
5151,on,O,O,0
5152,tour,O,O,0
5153,after,O,O,0
5154,being,O,O,0
5155,released,O,O,0
5156,from,O,O,0
5157,prison,O,O,0
5158,in,O,O,0
5159,September,O,O,0
5160,URL791,O,O,0
5161,RT,O,O,0
5162,@USER702,O,O,0
5163,:,O,O,0
5164,',O,O,0
5166,please,O,O,0
5167,mention,O,O,0
5168,my,O,O,0
5169,name,O,O,0
5170,when,O,O,0
5171,you,O,O,0
5172,talk,O,O,0
5173,to,O,O,0
5174,your,O,O,0
5175,Father,O,O,0
5176,today,O,O,0
5177,...,O,O,0
5178,',O,O,0
5179,🙏🏽,O,O,0
5180,@USER468,O,O,0
5181,good,O,O,0
5182,",",O,O,0
5183,now,O,O,0
5184,they,O,O,0
5185,'ll,O,O,0
5186,make,O,O,0
5187,their,O,O,0
5188,own,O,O,0
5189,money,O,O,0
5190,and,O,O,0
5191,wo,O,O,0
5192,n't,O,O,0
5193,have,O,O,0
5194,to,O,O,0
5195,charge,O,O,0
5196,men,O,O,0
5197,for,O,O,0
5198,love,O,O,0
5199,.,O,O,0
5200,URL454,O,O,0
5201,RT,O,O,0
5202,@USER451,O,O,0
5203,:,O,O,0
5205,:,O,O,0
5206,Hey,O,O,0
5207,let,O,O,0
5208,'s,O,O,0
5209,go,O,O,0
5210,get,O,O,0
5211,some,O,O,0
5212,ramen,O,O,0
5213,!!,O,O,0
5215,:,O,O,0
5216,shut,O,O,0
5217,up,O,O,0
5218,and,O,O,0
5219,get,O,O,0
5220,off,O,O,0
5221,my,O,O,0
5222,lawn,O,O,0
5223,",",O,O,0
5224,loser,O,O,0
5226,:,O,O,0
5227,now,O,O,0
5228,now,O,O,0
5230,be,O,O,0
5231,nice,O,O,0
5232,URL221,O,O,0
5233,…,O,O,0
5235,-,O,O,0
5236,Bet,O,O,0
5237,£,O,O,0
5238,10,O,O,0
5239,Get,O,O,0
5240,£,O,O,0
5241,30,O,O,0
5242,+,O,O,0
5243,Double,O,O,0
5244,Winnings,O,O,0
5245,on,O,O,0
5247,v,O,O,0
5250,if,O,O,0
5251,both,O,O,0
5252,teams,O,O,0
5253,score,O,O,0
5254,URL242,O,O,0
5255,#FACup,O,O,0
5256,URL1139,O,O,0
5257,RT,O,O,0
5258,@USER259,O,O,0
5259,:,O,O,0
5261,thru,O,O,0
5262,my,O,O,0
5263,ends,O,O,0
5266,‘s,O,O,0
5267,boyfriend,O,O,0
5270,Injured,O,O,0
5271,In,O,O,0
5272,a,O,O,0
5273,Terrible,O,O,0
5274,Car,O,O,0
5275,Accident,O,O,0
5276,URL625,O,O,0
5277,URL1436,O,O,0
5278,what,O,O,0
5279,song,O,O,0
5280,-,O,O,0
5281,RT,O,O,0
5282,@USER139,O,O,0
5283,:,O,O,0
5284,The,O,O,0
5285,first,O,O,0
5286,"""",O,O,0
5287,haters,O,O,0
5288,will,O,O,0
5289,say,O,O,0
5290,it,O,O,0
5291,'s,O,O,0
5292,fake,O,O,0
5293,"""",O,O,0
5294,video,O,O,0
5295,to,O,O,0
5296,make,O,O,0
5297,me,O,O,0
5298,laugh,O,O,0
5299,😂,O,O,0
5300,URL911,O,O,0
5301,RT,O,O,0
5302,@USER478,O,O,0
5303,:,O,O,0
5304,CHAMPIONS,O,O,0
5305,!!!!,O,O,0
5306,URL1377,O,O,0
5307,RT,O,O,0
5308,@USER2501,O,O,0
5309,:,O,O,0
5310,(,O,O,0
5311,credits,O,O,0
5312,to,O,O,0
5314,on,O,O,0
5316,),O,O,0
5317,URL1577,O,O,0
5318,RT,O,O,0
5319,@USER2052,O,O,0
5320,:,O,O,0
5321,qn,O,O,0
5322,:,O,O,0
5323,which,O,O,0
5324,artist,O,O,0
5325,do,O,O,0
5326,you,O,O,0
5327,want,O,O,0
5328,to,O,O,0
5329,collab,O,O,0
5330,with,O,O,0
5331,the,O,O,0
5332,most,O,O,0
5333,?,O,O,0
5335,:,O,O,0
5336,Any,O,O,0
5337,URL1628,O,O,0
5338,@USER2460,O,O,0
5339,Me,O,O,0
5340,too,O,O,0
5341,.,O,O,0
5342,Looking,O,O,0
5343,forward,O,O,0
5344,to,O,O,0
5345,the,O,O,0
5346,delivery,O,O,0
5347,tomorrow,O,O,0
5348,.,O,O,0
5349,It,O,O,0
5350,s,O,O,0
5351,a,O,O,0
5352,legit,O,O,0
5353,hustle,O,O,0
5354,URL408,O,O,0
5355,RT,O,O,0
5356,@USER1425,O,O,0
5357,:,O,O,0
5358,The,O,O,0
5359,UNCOMFORTABLE,O,O,0
5360,CONVERSATIONS,O,O,0
5361,series,O,O,0
5362,starts,O,O,0
5363,today,O,O,0
5364,!!!,O,O,0
5365,Make,O,O,0
5366,sure,O,O,0
5367,your,O,O,0
5368,there,O,O,0
5369,!!!,O,O,0
5370,@,O,O,0
5371,LTB,O,O,0
5372,5,O,O,0
5373,",",O,O,0
5374,6,O,O,0
5375,-,O,O,0
5376,8,O,O,0
5377,PM,O,O,0
5378,.,O,O,0
5379,URL1048,O,O,0
5380,'Cause,O,O,0
5381,I,O,O,0
5382,'m,O,O,0
5383,as,O,O,0
5384,free,O,O,0
5385,as,O,O,0
5386,a,O,O,0
5387,bird,O,O,0
5388,now,O,O,0
5389,Oh,O,O,0
5390,goddam,O,O,0
5391,nit,O,O,0
5392,I,O,O,0
5393,cried,O,O,0
5394,at,O,O,0
5395,work,O,O,0
5396,again,O,O,0
5397,RT,O,O,0
5398,@USER2453,O,O,0
5399,:,O,O,0
5400,@USER1838,O,O,0
5401,good,O,O,0
5402,evening,O,O,0
5403,!,O,O,0
5404,(,O,O,0
5406,time,O,O,0
5407,),O,O,0
5408,!,O,O,0
5409,Thank,O,O,0
5410,you,O,O,0
5411,very,O,O,0
5412,much,O,O,0
5413,!,O,O,0
5414,Friendly,O,O,0
5417,'s,O,O,0
5418,!,O,O,0
5419,Nature,O,O,0
5420,is,O,O,0
5421,Beautiful,O,O,0
5422,!,O,O,0
5423,spen,O,O,0
5424,…,O,O,0
5426,Feat.,O,O,0
5429,–,O,O,0
5432,URL1474,O,O,0
5433,Major,O,O,0
5434,#HipHop,O,O,0
5435,...,O,O,0
5436,Do,O,O,0
5437,n't,O,O,0
5438,look,O,O,0
5439,at,O,O,0
5440,me,O,O,0
5441,like,O,O,0
5442,that,O,O,0
5443,.,O,O,0
5444,You,O,O,0
5445,and,O,O,0
5446,I,O,O,0
5447,both,O,O,0
5448,know,O,O,0
5449,there,O,O,0
5450,'s,O,O,0
5451,nothing,O,O,0
5452,I,O,O,0
5453,can,O,O,0
5454,do,O,O,0
5455,.,O,O,0
5456,All,O,O,0
5457,I,O,O,0
5458,did,O,O,0
5459,was,O,O,0
5460,unpack,O,O,0
5461,my,O,O,0
5462,shoes,O,O,0
5463,/,O,O,0
5464,purses,O,O,0
5465,...,O,O,0
5466,I,O,O,0
5467,feel,O,O,0
5468,like,O,O,0
5469,I,O,O,0
5470,unpacked,O,O,0
5471,a,O,O,0
5472,whole,O,O,0
5473,damn,O,O,0
5474,house,O,O,0
5475,😨😖,O,O,0
5476,@USER1927,O,O,0
5477,thank,O,O,0
5478,you,O,O,0
5479,for,O,O,0
5480,making,O,O,0
5481,sure,O,O,0
5482,that,O,O,0
5483,is,O,O,0
5484,exactly,O,O,0
5485,what,O,O,0
5486,is,O,O,0
5487,going,O,O,0
5488,to,O,O,0
5489,happen,O,O,0
5490,.,O,O,0
5491,#ARSAVL,O,O,0
5495,for,O,O,0
5496,FREE,O,O,0
5497,on,O,O,0
5498,URL358,O,O,0
5499,-,O,O,0
5500,your,O,O,0
5501,weekly,O,O,0
5502,game,O,O,0
5503,#giveaway,O,O,0
5504,#orlygift,O,O,0
5505,#steam,O,O,0
5506,#indi,O,O,0
5507,RT,O,O,0
5508,@USER2284,O,O,0
5509,:,O,O,0
5510,#Housing,O,O,0
5511,Shortages,O,O,0
5512,Stifle,O,O,0
5513,Sales,O,O,0
5514,Contracts,O,O,0
5515,URL1476,O,O,0
5516,-,O,O,0
5517,more,O,O,0
5518,from,O,O,0
5519,@USER2379,O,O,0
5520,#realestate,O,O,0
5521,#phs,O,O,0
5522,URL224,O,O,0
5523,…,O,O,0
5524,lowkey,O,O,0
5525,obsessed,O,O,0
5526,with,O,O,0
5527,me,O,O,0
5528,before,O,O,0
5529,you,O,O,0
5530,#DolceAmorePuSo,O,O,0
5531,TWEET,O,O,0
5532,BOOST,O,O,0
5533,!,O,O,0
5534,NOW,O,O,0
5535,TRENDING,O,O,0
5536,!,O,O,0
5539,lsmlm,O,O,0
5540,RT,O,O,0
5541,@USER1131,O,O,0
5542,:,O,O,0
5543,Omg,O,O,0
5544,I,O,O,0
5545,'m,O,O,0
5546,at,O,O,0
5547,this,O,O,0
5549,party,O,O,0
5550,and,O,O,0
5551,these,O,O,0
5552,people,O,O,0
5553,write,O,O,0
5554,first,O,O,0
5555,impression,O,O,0
5556,judgments,O,O,0
5557,of,O,O,0
5558,you,O,O,0
5559,LOL,O,O,0
5560,@USER1327,O,O,0
5561,URL1086,O,O,0
5562,…,O,O,0
5563,RT,O,O,0
5564,@USER2171,O,O,0
5565,:,O,O,0
5566,To,O,O,0
5567,love,O,O,0
5568,someone,O,O,0
5569,is,O,O,0
5570,to,O,O,0
5571,see,O,O,0
5572,a,O,O,0
5573,miracle,O,O,0
5574,invisible,O,O,0
5575,to,O,O,0
5576,others,O,O,0
5577,.,O,O,0
5578,#ALDUBSeeYouSoon,O,O,0
5579,RT,O,O,0
5580,@USER1618,O,O,0
5581,:,O,O,0
5582,This,O,O,0
5583,how,O,O,0
5584,you,O,O,0
5585,need,O,O,0
5586,to,O,O,0
5587,be,O,O,0
5588,thinking,O,O,0
5589,girls,O,O,0
5590,.,O,O,0
5591,URL500,O,O,0
5592,RT,O,O,0
5593,@USER2272,O,O,0
5594,:,O,O,0
5595,Most,O,O,0
5596,subscribed,O,O,0
5597,music,O,O,0
5598,artists,O,O,0
5599,on,O,O,0
5601,:,O,O,0
5602,#,O,O,0
5603,1,O,O,0
5606,#,O,O,0
5607,2,O,O,0
5609,#,O,O,0
5610,3,O,O,0
5611,One,O,O,0
5612,Direction,O,O,0
5613,#,O,O,0
5614,4,O,O,0
5617,URL852,O,O,0
5618,…,O,O,0
5619,RT,O,O,0
5620,@USER1778,O,O,0
5621,:,O,O,0
5622,10,O,O,0
5623,Worst,O,O,0
5624,Feelings,O,O,0
5625,:,O,O,0
5626,Cheated,O,O,0
5627,on,O,O,0
5628,Over,O,O,0
5629,thinking,O,O,0
5630,Lied,O,O,0
5631,to,O,O,0
5632,Heart,O,O,0
5633,broken,O,O,0
5634,Not,O,O,0
5635,cared,O,O,0
5636,for,O,O,0
5637,Losing,O,O,0
5638,Scared,O,O,0
5639,Assuming,O,O,0
5640,Nervous,O,O,0
5641,Letting,O,O,0
5642,go,O,O,0
5643,RT,O,O,0
5644,@USER817,O,O,0
5645,:,O,O,0
5646,The,O,O,0
5647,"""",O,O,0
5648,Laugh,O,O,0
5649,at,O,O,0
5650,me,O,O,0
5651,one,O,O,0
5652,more,O,O,0
5653,time,O,O,0
5654,"""",O,O,0
5655,starter,O,O,0
5656,pack,O,O,0
5657,URL357,O,O,0
5659,watched,O,O,0
5660,@USER980,O,O,0
5661,and,O,O,0
5662,his,O,O,0
5663,schemy,O,O,0
5664,little,O,O,0
5665,smirk,O,O,0
5666,before,O,O,0
5667,she,O,O,0
5668,rolled,O,O,0
5669,her,O,O,0
5670,hazel,O,O,0
5671,hues,O,O,0
5672,at,O,O,0
5673,his,O,O,0
5674,response,O,O,0
5675,.,O,O,0
5676,"""",O,O,0
5677,I,O,O,0
5678,'m,O,O,0
5679,glad,O,O,0
5680,I,O,O,0
5681,got,O,O,0
5682,your,O,O,0
5683,~~,O,O,0
5684,RT,O,O,0
5685,@USER1340,O,O,0
5686,:,O,O,0
5687,I,O,O,0
5688,'m,O,O,0
5689,the,O,O,0
5690,type,O,O,0
5691,of,O,O,0
5692,person,O,O,0
5693,to,O,O,0
5694,never,O,O,0
5695,get,O,O,0
5696,any,O,O,0
5697,sleep,O,O,0
5698,because,O,O,0
5699,all,O,O,0
5700,I,O,O,0
5701,do,O,O,0
5702,each,O,O,0
5703,night,O,O,0
5704,is,O,O,0
5705,overthink,O,O,0
5706,the,O,O,0
5707,smallest,O,O,0
5708,shit,O,O,0
5709,that,O,O,0
5710,shouldn,O,O,0
5711,',O,O,0
5712,…,O,O,0
5713,RT,O,O,0
5714,@USER1413,O,O,0
5715,:,O,O,0
5716,Ever,O,O,0
5717,eaten,O,O,0
5718,a,O,O,0
5719,banana,O,O,0
5720,with,O,O,0
5721,black,O,O,0
5722,spots,O,O,0
5723,?,O,O,0
5724,This,O,O,0
5725,is,O,O,0
5726,what,O,O,0
5727,they,O,O,0
5728,'re,O,O,0
5729,doing,O,O,0
5730,to,O,O,0
5731,you,O,O,0
5732,:,O,O,0
5733,URL873,O,O,0
5737,#CowellsChildrensTitles,O,O,0
5738,RT,O,O,0
5739,@USER2406,O,O,0
5740,:,O,O,0
5744,URL1494,O,O,0
5745,RT,O,O,0
5746,@USER1988,O,O,0
5747,:,O,O,0
5748,There,O,O,0
5749,is,O,O,0
5750,a,O,O,0
5751,difference,O,O,0
5752,between,O,O,0
5753,intuition,O,O,0
5754,&,O,O,0
5755,fear,O,O,0
5756,they,O,O,0
5757,both,O,O,0
5758,can,O,O,0
5759,serve,O,O,0
5760,as,O,O,0
5761,guides,O,O,0
5762,",",O,O,0
5763,but,O,O,0
5764,only,O,O,0
5765,the,O,O,0
5766,intuition,O,O,0
5767,feels,O,O,0
5768,comfortable,O,O,0
5769,RT,O,O,0
5770,@USER383,O,O,0
5771,:,O,O,0
5772,What,O,O,0
5773,?,O,O,0
5774,You,O,O,0
5775,expect,O,O,0
5776,her,O,O,0
5777,to,O,O,0
5778,wear,O,O,0
5779,a,O,O,0
5780,suit,O,O,0
5781,at,O,O,0
5782,the,O,O,0
5783,beach,O,O,0
5784,?,O,O,0
5785,URL1586,O,O,0
5786,RT,O,O,0
5787,@USER1634,O,O,0
5788,:,O,O,0
5789,We,O,O,0
5790,want,O,O,0
5791,a,O,O,0
5792,#newsarunshow,O,O,0
5793,with,O,O,0
5794,@USER138,O,O,0
5795,#BarunSobti,O,O,0
5796,&,O,O,0
5797,#SanayaIrani,O,O,0
5798,(,O,O,0
5799,#Sarun,O,O,0
5800,),O,O,0
5801,on,O,O,0
5802,@USER1250,O,O,0
5803,@USER1950,O,O,0
5804,URL224,O,O,0
5805,…,O,O,0
5806,RT,O,O,0
5807,@USER2376,O,O,0
5808,:,O,O,0
5809,every,O,O,0
5810,morning,O,O,0
5811,is,O,O,0
5812,a,O,O,0
5813,continuous,O,O,0
5814,cycle,O,O,0
